id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6361100,Nice&Modern Apartment in Dublin,19829026,Cristina,,Dublin City,53.33953,-6.23349,Private room,75,1,2,2015-08-10,0.04,1,0
6369845,Apartment in  Dublin city,33193188,Mubarak,,Dublin City,53.33797,-6.2609,Private room,90,2,0,,,1,0
6381491,Modern & Cosy Apartment in the Heart of Dublin Sleeps 4,30561562,John,,Dublin City,53.35208,-6.2543,Entire home/apt,75,1,178,2019-09-22,4.03,3,44
6382050,Small Double Room - Bright and Airy,32586753,Mercia,,Dublin City,53.35153,-6.2546,Private room,75,2,59,2019-09-08,1.12,2,339
6382181,Breathtaking Dublin views in docklands apartment,30889371,Ruth,,Dublin City,53.3429,-6.23675,Entire home/apt,80,3,85,2017-01-10,1.65,1,0
6383267,Luxurious Private Home In Heart of Dublin 4,19603950,Noel,,Dublin City,53.33262,-6.22255,Entire home/apt,500,4,0,,,1,0
6385487,Great central city location!,32682471,John,,Dublin City,53.35028,-6.26457,Entire home/apt,95,3,83,2019-08-24,1.57,1,4
6394075,Modern & spacious river-Appartment,5998542,Markus,,Dublin City,53.36499,-6.24402,Entire home/apt,79,4,1,2015-06-08,0.02,1,0
6396228,Private Suite - Howth Harbour Front,19430681,Brian,,Fingal,53.38749,-6.06882,Entire home/apt,105,1,336,2019-09-06,6.40,1,170
6406867,Charming Georgian Studio,33415852,Deirdre,,Dublin City,53.35833,-6.2684,Entire home/apt,70,2,290,2019-09-17,5.49,1,122
6423196,Rural retreat yet close to airport.,19349249,Eimear,,Fingal,53.47816,-6.22203,Private room,73,1,17,2017-07-12,0.33,1,267
6424374,Selfcatering Holiday Home (yearly),33520836,Rosmarie,,South Dublin,53.29183,-6.28842,Entire home/apt,143,4,36,2019-07-15,0.73,1,4
6429712,Twin bed in lovely home,19465252,Yvonne,,Dn Laoghaire-Rathdown,53.30575,-6.23568,Private room,65,3,14,2019-08-23,0.27,2,68
6432589,Phoenix Park Dublin,33460029,Ciaran And Anne Marie,,Dublin City,53.37223,-6.32927,Entire home/apt,199,3,3,2018-05-30,0.10,1,0
6443301,3 Bedroom house in Dublin!,33640093,Conor,,Dublin City,53.33627,-6.21865,Entire home/apt,150,1,0,,,1,0
6450206,Rooms in Historic Centre,33678996,Andy,,Dublin City,53.34584,-6.28469,Private room,55,1,9,2017-01-29,0.17,1,82
6450986,Dbl. Bedroom Ensuite + own Balcony,14570362,Jan,,Dublin City,53.34433,-6.23981,Private room,45,1,26,2017-04-16,0.52,1,0
6450993,Self contained Studio/Bedsit No 4,33683963,Eamon,,Dublin City,53.32869,-6.25291,Entire home/apt,65,4,131,2019-09-13,2.57,4,301
6451020,Self Contained Studio/Bedsit No 1,33683963,Eamon,,Dublin City,53.32913,-6.2529,Entire home/apt,65,4,120,2019-09-21,2.37,4,302
6455564,Warm Friendly Home,33675393,Colin,,South Dublin,53.34447,-6.41671,Private room,55,1,55,2019-05-26,1.05,1,6
6456408,Twin Double Bedroom in Rathmines,29619787,Rory,,Dublin City,53.32217,-6.2725,Private room,70,1,7,2016-08-15,0.14,2,0
6458595,Newly Decorated 3 Bed Spacious Apt,10146624,John,,Dublin City,53.31833,-6.33657,Entire home/apt,118,5,22,2016-10-22,0.43,1,0
6465408,"Private en-suite room, own entrance",33747491,Maeve/Tom,,Dublin City,53.33081,-6.29219,Entire home/apt,100,3,120,2019-09-16,2.29,1,4
6469666,"Large house near city, UCD, Aircoach,Walled Garden",33798551,Paul,,Dn Laoghaire-Rathdown,53.2855,-6.20179,Entire home/apt,135,4,20,2019-08-20,0.39,2,1
6470404,One bed apartment heart of Dublin 4,33802314,Avril &  Carmel (Daughter & Mother),,Dublin City,53.32506,-6.23108,Entire home/apt,120,15,74,2019-07-01,1.43,2,87
6474049,"Aungier Street, Dublin 2",29087610,David,,Dublin City,53.34164,-6.26498,Entire home/apt,110,3,99,2019-09-18,1.90,10,17
6478098,Bedroom By The Canal,8629643,Christian,,Dublin City,53.33493,-6.24493,Private room,100,5,18,2018-06-02,0.34,1,0
6478206,Beautiful house in Great Location,14945512,David,,Dublin City,53.32062,-6.24598,Private room,85,2,75,2017-10-30,1.45,1,0
6484506,Charming Victorian 5 bed Mid Terrace,21233422,Peter,,Dublin City,53.3195,-6.27156,Entire home/apt,500,2,34,2019-07-21,0.80,1,6
6494825,Luxury City Centre Loft,33895813,Nicola,,Dublin City,53.34253,-6.26458,Entire home/apt,125,1,398,2019-09-11,7.58,1,1
6508988,GREAT LOCATION city centre 2 bedroom Apartament.,33526830,Alexis,,Dublin City,53.34867,-6.24884,Entire home/apt,130,3,2,2018-11-11,0.18,2,0
6511695,Panoramic views of Grand Canal Dock,33852299,Brian,,Dublin City,53.34266,-6.2366,Entire home/apt,190,1,3,2016-01-02,0.06,1,0
6519794,Warm and welcoming with your own private bathroom,7017423,Bernadine,,South Dublin,53.35582,-6.3716,Private room,50,3,18,2019-08-05,0.59,2,328
6525248,Beautiful Penthouse - City Center,32698714,Amo,,Dublin City,53.34875,-6.27994,Private room,70,2,5,2016-01-02,0.09,2,0
6525773,Covenient room,17593300,Anna,,Dublin City,53.3394,-6.23548,Private room,95,2,14,2019-08-20,0.27,1,0
6526063,"Glenbeigh, near Dublin City Centre",2783262,Brian,,Dublin City,53.35821,-6.2965,Entire home/apt,140,5,2,2015-07-26,0.04,1,0
6530735,Spacious 3 Bed Close to City Centre,10241955,Cathal,,Dublin City,53.35497,-6.23877,Entire home/apt,310,2,29,2017-07-24,0.56,1,0
6531116,Fabulous Home in Great Location,28513808,Kiara,,Dn Laoghaire-Rathdown,53.29388,-6.19955,Entire home/apt,95,14,1,2015-06-13,0.02,1,22
6542440,Great location apartment,693178,Maria,,Dublin City,53.33436,-6.24198,Private room,55,2,51,2016-01-07,0.97,1,0
6543149,Cool Apartment in trendy Ranelagh,14622635,Killian,,Dublin City,53.32805,-6.25887,Entire home/apt,120,3,0,,,1,0
6549208,Three story Victorian home,34255284,Austin,,Dn Laoghaire-Rathdown,53.29458,-6.16475,Entire home/apt,150,21,0,,,1,0
6550308,Funky Studio & Sauna close to city,34260787,Maud,,Dublin City,53.33512,-6.28181,Entire home/apt,70,3,228,2019-09-09,4.33,1,0
6566265,Private room in a family home,4125449,Claudia,,Dn Laoghaire-Rathdown,53.3093,-6.20316,Private room,52,30,18,2019-05-10,0.35,2,274
6568588,Bright and spacious penthouse flat,34357191,Peter,,Dublin City,53.33705,-6.2869,Private room,50,2,40,2017-08-27,0.76,2,0
6580137,St Patricks Cathedral View 2,5429761,Bob,,Dublin City,53.33762,-6.27292,Private room,55,2,272,2019-09-24,5.21,4,23
6583339,Single room,34436953,Daniel,,Dublin City,53.36151,-6.26475,Private room,28,20,0,,,1,0
6589384,"City views in stylish, cosy apt (2)",2941825,Dee,,Dublin City,53.339,-6.28153,Private room,55,5,3,2015-07-24,0.06,2,0
6602165,Happy home! 5.5 miles south Dublin!,777681,Robbie,,Dn Laoghaire-Rathdown,53.28339,-6.19272,Private room,65,1,77,2019-09-15,1.61,2,76
6609028,Private Log Cabin,29944155,Teresa,,Dn Laoghaire-Rathdown,53.29854,-6.18628,Entire home/apt,65,5,114,2019-08-31,2.45,1,17
6620588,Modern flat in the centre of Dublin,34607781,Lorraine,,Dublin City,53.30972,-6.25058,Entire home/apt,75,1,1,2015-06-14,0.02,1,0
6621047,Double room in Monkstown village.,34653754,Mark,,Dn Laoghaire-Rathdown,53.29453,-6.14508,Private room,130,1,0,,,1,0
6624050,Private 1 bedroom apartment in D4,34669421,James,,Dublin City,53.33582,-6.22112,Entire home/apt,90,1,27,2016-09-05,0.60,1,0
6630854,Beautiful home with large garden,19714107,Brian,,Dn Laoghaire-Rathdown,53.24331,-6.18209,Entire home/apt,170,7,6,2019-08-28,0.12,2,0
6631138,"Cozy room, 15 minutes to Airport",26882500,Pawel,,Fingal,53.40359,-6.25568,Private room,20,1,1,2015-11-23,0.02,1,0
6636633,"Luxury Double Room, close to city and airport!",29110761,Imelda,,Dublin City,53.38299,-6.19221,Private room,45,2,93,2019-09-16,1.78,3,327
6637187,Stylish apt at Guinness's door,25682541,Christian,,Dublin City,53.34294,-6.28805,Entire home/apt,105,1,338,2019-09-10,6.48,7,143
6649602,One bedroom apartment in Donnybrook,34806202,Elizabeth & Jane,,Dublin City,53.32628,-6.24354,Entire home/apt,110,3,52,2019-06-23,1.00,1,71
6651135,"Roebuck Downs Clonskeagh, D14",34813482,Val,,Dn Laoghaire-Rathdown,53.30334,-6.2385,Entire home/apt,171,3,8,2016-09-03,0.15,2,0
6653369,"Comfy Room in a Fun, Photography-Filled Apartment",17237907,Mariusz,,Dublin City,53.33731,-6.2916,Private room,77,2,274,2019-09-24,5.23,1,0
6655079,Bright & Clean single room!,34829471,Patsey,,Fingal,53.37758,-6.39861,Private room,40,1,15,2019-09-20,0.29,2,333
6655655,Fab 2bed South City..Ideal base to explore dublin!,4335031,Carmel,,Dublin City,53.32675,-6.2799,Entire home/apt,89,1,50,2019-06-15,0.96,1,0
6656507,Great base for Dublin adventure,470211,Kenneth,,Dublin City,53.38738,-6.24879,Private room,75,1,3,2015-08-01,0.06,1,0
6656611,"ABC-Airy, Bright and Clean!",34829471,Patsey,,Fingal,53.37667,-6.39729,Private room,50,2,1,2019-09-06,1,2,346
6657775,A single bedroom 2 mins from Luas,34846369,Maria,,Dublin City,53.33779,-6.29621,Private room,50,1,238,2019-09-08,4.56,1,357
6657851,Very comfortable bedroom for 2,34846102,Marie,,Fingal,53.37948,-6.37476,Private room,60,2,63,2019-08-19,1.44,1,334
6658882,Family Home,32196540,Elaine,,Dublin City,53.33115,-6.29585,Entire home/apt,150,2,2,2015-09-28,0.04,2,0
6659169,Lovely double bedroom in Dublin,22675251,Siobhan,,Dublin City,53.35815,-6.27998,Private room,60,2,131,2019-09-24,2.52,2,328
6666524,"Stunning penthouse, ideal location",11910264,Sally,,Dublin City,53.32769,-6.25465,Entire home/apt,90,3,1,2015-07-17,0.02,1,0
6671998,Modern double room in spacious home,34918994,Fiona,,South Dublin,53.34689,-6.42392,Private room,40,1,0,,,1,0
6677566,Self Contained Studio/Bedsit No 2,33683963,Eamon,,Dublin City,53.32981,-6.2548,Entire home/apt,92,4,140,2019-08-29,2.72,4,318
6677678,Self Contained Studio/Bedsit No 3,33683963,Eamon,,Dublin City,53.3299,-6.25571,Entire home/apt,92,4,139,2019-09-21,2.77,4,232
6680335,Double Room in Large Home,28966028,Leah,,Dublin City,53.31559,-6.29588,Private room,40,1,2,2017-03-20,0.04,1,0
6680983,Donnybrook 15 min drive city EnSuite/,34909834,Mary,,Dublin City,53.31493,-6.22183,Private room,70,2,226,2019-09-19,4.34,1,64
6681883,Double bedroom,34286815,Ian,,Dublin City,53.35999,-6.2652,Private room,55,1,163,2019-09-02,3.23,1,148
6684451,EnSuite Master bedroom Available,370863,Sophie,,Dublin City,53.31963,-6.2799,Private room,70,1,0,,,1,0
6685082,Comfortable Room 15 minutes Airport,34989706,Betty,,Fingal,53.47149,-6.23562,Private room,55,1,187,2019-09-21,3.59,2,352
6688438,Beautiful room close to the city,35006995,Kate,,Dublin City,53.36117,-6.27707,Private room,60,3,113,2019-09-09,2.20,1,31
6691473,"Spacious Double room  in Castleknock, Dublin",33067422,Ciara,,Fingal,53.38567,-6.3846,Private room,43,2,10,2019-09-16,0.25,2,147
6691822,"14 Sussex road, Dublin 4",35025771,Zarifa,,Dublin City,53.33083,-6.24949,Entire home/apt,150,4,10,2016-08-14,0.20,1,0
6692603,1 Bed Room in Dalkey Gaff,35030909,Oscar,,Dn Laoghaire-Rathdown,53.27514,-6.11669,Private room,45,1,0,,,1,0
6695877,Raheny,24301477,Tom,,Dublin City,53.37795,-6.17528,Private room,60,1,1,2015-07-12,0.02,1,0
6696294,Dubln 16. Foothills Walkers Rest,3591857,Anne-Marie,,Dn Laoghaire-Rathdown,53.2576,-6.29308,Private room,80,1,10,2019-07-08,0.19,3,363
6697690,"Comfortable room, Blackrock",11099075,Máire,,Dn Laoghaire-Rathdown,53.28689,-6.17195,Private room,40,1,21,2019-09-01,0.52,2,42
6705101,Stonebridge house single room,35098622,Derek,,Fingal,53.39079,-6.42141,Private room,33,1,56,2019-09-22,2.28,2,128
6710681,Lovely flat near city centre,25963264,Senan & Noel & Fidelma,,Dublin City,53.33067,-6.254,Entire home/apt,250,3,55,2019-08-12,1.05,1,0
6711103,"Jacuzzi and Sea Walks, Skerries",35127174,Deirdre,,Fingal,53.57064,-6.10765,Private room,48,2,74,2019-09-18,1.43,2,18
6712897,"Jacuzzi, Sea Walks (2), Skerries",35127174,Deirdre,,Fingal,53.57032,-6.10744,Private room,48,2,27,2018-05-28,0.52,2,0
6718806,City Center Double bedroom &ownBath,35181431,Laura,,Dublin City,53.35311,-6.2598,Private room,75,2,30,2016-04-02,0.58,1,0
6719721,"Apartment with ""The Guinness View""",25682541,Christian,,Dublin City,53.34422,-6.28709,Entire home/apt,109,1,336,2019-09-07,6.47,7,152
6722143,Historic Dublin,35199709,Ciara,,Dublin City,53.34186,-6.27386,Private room,58,1,22,2019-06-12,0.42,2,107
6727319,Double Room in best location in Dublin,3740760,Arnie,,Dublin City,53.34722,-6.26727,Private room,67,2,15,2016-07-11,0.30,2,0
6729357,House in Docklands,29789956,Stuart & Gayle,,Dublin City,53.33968,-6.23518,Entire home/apt,165,14,45,2019-06-11,0.86,1,0
6730506,"Apartment in the heart of Stoneybatter, Dublin 7",2492493,Barbara,,Dublin City,53.35167,-6.28509,Entire home/apt,90,2,0,,,1,0
6739022,Ensuite double bedroom in Dublin 1,35290083,Nathan,,Dublin City,53.34961,-6.2312,Private room,60,1,1,2015-09-20,0.02,1,0
6743129,"Large double, near sea, city & RDS",35307110,Arlene,,Dublin City,53.32124,-6.20944,Private room,90,2,20,2019-06-16,0.39,3,267
6755337,Cosy double bedroom in Dublin,35367738,Clemence,,Dublin City,53.33238,-6.26914,Private room,45,1,1,2015-07-22,0.02,1,0
6756249,Inchicore Terrace North,17617179,Roisin,,Dublin City,53.34092,-6.32266,Private room,41,1,4,2015-07-24,0.08,1,0
6761015,Lovely Suite-apartment in a 4*Hotel,7191951,Juanjo,,Dn Laoghaire-Rathdown,53.27603,-6.22157,Entire home/apt,70,2,22,2018-04-26,0.43,1,0
6763724,Bright sunny apartment in Docklands,18152416,Catherine,,Dublin City,53.34121,-6.23507,Entire home/apt,125,3,128,2019-08-31,2.52,2,324
6765402,Bright modern house in Docklands,18152416,Catherine,,Dublin City,53.34041,-6.23489,Entire home/apt,150,3,115,2019-09-08,2.53,2,344
6770636,Two rooms with private bathroom in beautiful home,35321981,Ciara,,Dublin City,53.31472,-6.29627,Private room,131,3,15,2016-08-20,0.30,1,0
6778040,Beautiful house near Dublin City,11259303,Moira,,Dublin City,53.38855,-6.23907,Entire home/apt,300,2,9,2018-10-28,0.18,4,0
6778919,Bright and spacious top floor flat,34357191,Peter,,Dublin City,53.3364,-6.28564,Entire home/apt,40,3,3,2017-09-11,0.06,2,0
6781323,Single Room near Dublin City Centre,35500086,Elaine,,Dublin City,53.37491,-6.25816,Private room,49,1,68,2019-09-17,1.35,1,0
6782117,Apt in the Heart of City Temple Bar,9895249,Sabrina,,Dublin City,53.34713,-6.26323,Entire home/apt,115,1,438,2019-09-08,8.43,5,39
6782866,Luxury en-suite bedroom.,13494283,Victoria,,Dn Laoghaire-Rathdown,53.27575,-6.21759,Private room,55,1,23,2019-07-26,0.44,2,113
6782978,Luxurious 1 bedroom apartment.,13494283,Victoria,,Dn Laoghaire-Rathdown,53.27597,-6.21654,Entire home/apt,110,2,57,2019-05-19,1.11,2,0
6787500,Sea-side Victorian Family Home,35388489,Jane,,Dn Laoghaire-Rathdown,53.28893,-6.1269,Entire home/apt,250,6,16,2019-08-17,0.32,1,0
6789202,"Quiet oasis beside Guinness Brewery, sleeps 2-3",16754882,Dee,,Dublin City,53.34551,-6.2825,Entire home/apt,135,3,55,2019-09-14,1.08,1,34
6790352,Dublin City Apartment Palmer Suite,30561562,John,,Dublin City,53.35348,-6.25574,Entire home/apt,42,1,142,2019-09-20,3.28,3,46
6797599,"Single room available, shared house",8025192,Philip,,Dublin City,53.34781,-6.29396,Private room,35,1,2,2018-08-25,0.15,1,0
6797941,Nice single room in shared house,30435317,Philip,,Dublin City,53.35233,-6.29635,Private room,28,3,0,,,1,0
6798140,Stylish 1 bed near Trinity College,17521741,Emilia,,Dublin City,53.34671,-6.24698,Private room,75,2,0,,,1,0
6811302,"Charming Loft room for two,Glasnevin",35657746,Fiona,,Dublin City,53.37771,-6.2756,Shared room,49,2,1,2015-06-22,0.02,1,0
6814536,Cozy & friendly bedroom,27230707,Amanda,,Dublin City,53.34144,-6.28121,Private room,70,2,169,2019-09-22,3.30,2,4
6815683,Brilliant neighborhood and central,35687781,Mari Matty,,South Dublin,53.29538,-6.28589,Private room,39,7,13,2015-09-20,0.26,2,354
6816938,Modern 2 bed house in Glasthule Village,35694069,Mary,,Dn Laoghaire-Rathdown,53.28409,-6.12559,Entire home/apt,100,3,37,2019-07-27,0.72,1,0
6817067,"Double room, near sea, city & RDS.",35307110,Arlene,,Dublin City,53.32252,-6.20952,Private room,80,2,29,2019-08-11,0.57,3,267
6817151,Delightful room in central Dublin,14434404,Lia,,Dublin City,53.33688,-6.27845,Private room,100,3,15,2018-10-07,0.30,1,0
6834535,Unique apartment | TEMPLE BAR | ON THE RIVER,3244025,Garrett,,Dublin City,53.34492,-6.26953,Entire home/apt,200,1,231,2019-09-19,4.84,2,86
6835763,Gorgeous house near the sea in Dublin!,34564610,Roisin,,Dn Laoghaire-Rathdown,53.28022,-6.14176,Entire home/apt,200,5,2,2017-07-27,0.07,1,0
6839796,Comfortable room near RDS & city.,35307110,Arlene,,Dublin City,53.32098,-6.21113,Private room,65,2,39,2019-06-26,0.75,3,267
6847185,Entire Georgian at 24 Waterloo Road,1689456,Michael,,Dublin City,53.33213,-6.24483,Entire home/apt,750,14,0,,,1,363
6847386,Located in the Heart of Dublin City,35880151,David,,Dublin City,53.33644,-6.26646,Private room,50,1,0,,,1,0
6849395,Single bedroom in spacious house!,10585780,Juliana,,Dublin City,53.33674,-6.33044,Private room,35,2,29,2018-06-19,0.56,4,0
6850333,A room in center of Dublin,35892733,Virve,,Dublin City,53.35085,-6.25282,Private room,50,2,1,2015-06-21,0.02,1,0
6850630,"Large period house, double ensuite, 15mins to city",32676144,Len& Mark,,Dublin City,53.33781,-6.3228,Private room,61,2,19,2019-09-17,0.77,1,108
6860535,"Spencer Dock, Dublin 1, City Centre",19846261,Shane,,Dublin City,53.34888,-6.2374,Entire home/apt,100,3,93,2017-06-23,1.79,1,0
6867338,"Central, newly renovated period home",5602434,Aoife,,Dublin City,53.33764,-6.2798,Entire home/apt,90,2,8,2018-09-05,0.15,1,0
6874471,Studio apartment with wallbed,34203724,Tomas,,Dublin City,53.31598,-6.31315,Entire home/apt,55,2,201,2019-09-17,3.89,4,0
6880255,"Double Bed Drumcondra, Near Airport",23062646,Megan,,Dublin City,53.36257,-6.25044,Private room,30,3,2,2016-06-07,0.04,1,0
6881382,Flat in house near City,36057674,Aideen & John,,Dublin City,53.36888,-6.26831,Entire home/apt,100,1,4,2015-08-31,0.08,2,0
6882121,Modern City Centre Apartment,15619633,Edith,,Dublin City,53.34674,-6.26669,Private room,75,1,2,2015-07-14,0.04,1,0
6895847,Charming flat with amazing view .,29851519,Maggie,,Dublin City,53.33857,-6.27325,Entire home/apt,126,3,269,2019-09-16,5.18,1,119
6896840,Large bright dble/triple by the sea.Close to city.,6007467,Patricia,,Dublin City,53.36032,-6.19456,Private room,150,2,44,2019-07-08,0.85,1,363
6897771,"Beautiful cottage, central location",22227870,Charlotte,,Dublin City,53.3343,-6.27286,Entire home/apt,140,4,14,2016-08-17,0.30,1,0
6900334,Stunning bedroom in Sandyford,36158869,Alex,,Dn Laoghaire-Rathdown,53.27612,-6.21292,Private room,37,14,2,2015-07-17,0.04,1,0
6905248,Chambre double proche du centre,4884756,Carole,,Dublin City,53.35561,-6.24019,Private room,52,1,1,2015-07-21,0.02,1,0
6914056,Beautiful room in City Center,7116266,Tatiane,,Dublin City,53.33876,-6.27896,Private room,90,2,77,2019-09-11,1.75,1,347
6922683,Bright charming house close to 3 Arena,12049815,Kate And Mark,,Dublin City,53.34138,-6.22585,Entire home/apt,200,1,4,2018-08-17,0.08,2,0
6929078,Double bedroom with own balcony,20638891,Andreas,,Dublin City,53.34497,-6.23122,Private room,79,2,48,2017-08-16,0.94,2,0
6930023,Spacious double  in central Dublin,35647835,Mikael,,Dublin City,53.35077,-6.27186,Private room,60,1,0,,,1,0
6936928,"Blanchardstown, Dublin , Ireland",36367550,Elena,,Fingal,53.39771,-6.43657,Private room,50,3,1,2015-07-28,0.02,1,0
6937541,"Family Home, Edge Of City Centre",11934199,Oisin,,Dublin City,53.33124,-6.28905,Entire home/apt,95,7,1,2015-08-02,0.02,1,0
6937850,Super comfy room in lovely house close to centre,36316537,Kashka & Sinead,,Dublin City,53.32564,-6.30393,Private room,70,180,16,2016-01-10,0.31,1,0
6938432,Stunning double room suit,36378701,Alex,,Dublin City,53.3291,-6.25927,Private room,47,3,6,2016-09-18,0.12,2,56
6938725,Beautiful house close to city centr,36057674,Aideen & John,,Dublin City,53.37559,-6.25177,Entire home/apt,130,1,1,2015-07-19,0.02,2,0
6944587,Cozy room+Private bath near Dublin!,29287865,Isabelle,,Dn Laoghaire-Rathdown,53.26028,-6.222,Private room,75,1,2,2015-09-08,0.04,1,0
6944932,Townhouse own access Phoenix Park,36415163,Edward,,Dublin City,53.35136,-6.34694,Entire home/apt,129,2,126,2019-06-18,2.54,4,0
6951899,"Welcoming Space,10km to Dublin City",36439786,Beth,,Fingal,53.38274,-6.37052,Private room,55,1,47,2017-03-18,0.93,1,328
6952584,Beautiful Garden Room Near Dalkey,36451197,Aileen,,Dn Laoghaire-Rathdown,53.27066,-6.13994,Private room,43,2,48,2018-09-30,0.96,2,347
6953188,Charming bright 3BD family home,3129252,Sarah,,Dublin City,53.3743,-6.27448,Entire home/apt,360,3,6,2016-07-26,0.12,1,0
6954144,Gay-Friendly Double Central Dublin,31064891,Mike,,Dublin City,53.33681,-6.27416,Private room,55,1,3,2016-06-19,0.06,1,0
6959346,Old City Temple Bar 2 Bed,11765563,Kate,,Dublin City,53.34486,-6.26818,Entire home/apt,200,15,285,2019-09-04,5.54,2,262
6964134,"O'Connell St,Temple Bar, Grafton St",36258332,Natasha,,Dublin City,53.3538,-6.25992,Private room,52,3,19,2017-07-10,0.37,1,0
6966196,Cute Cottage close to city centre,26520197,Graham,,Dublin City,53.34119,-6.32065,Entire home/apt,89,3,1,2015-08-24,0.02,1,0
6972110,Temple Bar city centre apartment,7754103,Paul,,Dublin City,53.34532,-6.26605,Entire home/apt,130,1,376,2019-09-03,7.30,1,148
6973928,STAY AT WOODSIDE. Near to Guinness Storehouse etc.,22308747,Rae,,Dublin City,53.32535,-6.3066,Private room,56,1,200,2019-09-19,3.90,2,342
6979849,"Penthouse with terrace, Temple Bar",26550260,Martin,,Dublin City,53.34316,-6.27046,Entire home/apt,110,1,92,2018-08-11,1.81,3,0
6987295,Contemporary Airy Home Near Dalkey,36451197,Aileen,,Dn Laoghaire-Rathdown,53.27068,-6.13995,Entire home/apt,195,3,0,,,2,0
6988799,Dublin Delight - 3 bed private home,36641584,Ollie,,South Dublin,53.29734,-6.3256,Entire home/apt,180,5,23,2016-01-21,0.45,1,45
6988823,3 bedroom family home 3.5km from city centre.,36637688,Deirdre,,Dublin City,53.32937,-6.298,Entire home/apt,105,14,10,2017-08-12,0.20,1,0
6989429,Homely apt in quiet D4 location,36644668,Michelle,,Dublin City,53.33995,-6.22833,Entire home/apt,105,2,119,2019-09-23,2.32,1,15
6991430,"Superb Temple Bar, City Apartment2",12036741,Micheál,,Dublin City,53.34425,-6.26964,Entire home/apt,100,5,361,2019-09-19,7.01,8,73
7004047,Cottage by the Sea,29904330,Niamh,,Dn Laoghaire-Rathdown,53.28698,-6.12448,Entire home/apt,150,3,44,2019-09-15,0.87,1,358
7015349,Muchloved artisan familyhome Dalkey,14776933,Suzanne,,Dn Laoghaire-Rathdown,53.2792,-6.10994,Entire home/apt,186,13,20,2019-08-25,0.39,1,0
