id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20031569,"Large, bright ensuite in Grand Canal, Dublin 4",142266377,Evelyn,,Dublin City,53.3393,-6.23725,Private room,50,1,1,2017-08-17,0.04,2,0
20031615,City Centre Townhouse with Roof Garden,32256925,Rachel,,Dublin City,53.33409,-6.27329,Entire home/apt,240,3,10,2019-03-19,0.40,1,0
20032570,Smart cosy apartment 7kms from Dublin city centre,43924896,Sinead,,Fingal,53.36962,-6.37328,Entire home/apt,48,2,53,2019-09-23,2.06,1,34
20032833,Bright & spacious flat next to Guinness Storehouse,11535123,Petr,,Dublin City,53.33714,-6.28687,Private room,75,2,11,2018-06-17,0.42,1,0
20041565,"Beautiful, Quiet City Apartment Sleeps 2 to 3",15604307,Sharlene,,Dublin City,53.33688,-6.27123,Entire home/apt,109,2,130,2019-09-09,4.94,1,153
20041721,Modern City Centre Apartment (with parking).,47039388,Ruta And Stephen,,Dublin City,53.35122,-6.25254,Entire home/apt,129,14,141,2019-08-29,5.57,1,0
20043731,"Double bed,5km south to center,Near Tram,sharing",23392089,Maura,,Dublin City,53.30832,-6.25058,Shared room,30,1,2,2017-10-11,0.08,1,0
20044950,Warm and cosy home with free parking,142395746,Emma,,South Dublin,53.3547,-6.43192,Private room,45,1,49,2018-12-19,1.88,1,0
20047382,Lovely central apartment in Dublin city,16885853,Stephen,,Dublin City,53.34047,-6.24437,Entire home/apt,85,365,105,2019-09-21,4.26,4,236
20048482,"Bright and Spacious Family Home, Modern Design",142179519,Richard,,Dublin City,53.33536,-6.28025,Entire home/apt,120,2,13,2018-10-01,0.52,1,0
20049837,Spacious and cosy room in Rathmines,7171985,Caitlín,,Dublin City,53.31968,-6.26556,Private room,65,2,6,2017-12-20,0.23,2,0
20050268,"Dublin Studio, central location.",80866283,Brendan,,Dublin City,53.315,-6.2923,Private room,100,2,0,,,1,0
20053313,East- Center location,140756047,Geri,,Dublin City,53.3547,-6.2395,Entire home/apt,90,6,2,2017-10-09,0.08,1,0
20061656,Double Room and Private Bathroom in Cosy House,23059102,Marina,,Dublin City,53.32818,-6.2394,Private room,75,3,1,2019-02-17,0.14,1,0
20062216,{Female only} A comfy bed in the city center,94415143,Misha,,Dublin City,53.3505,-6.26895,Shared room,13,3,1,2017-08-06,0.04,1,0
20066712,Georgian Loft Apartment,125150723,Kevin,,Dublin City,53.34972,-6.25658,Entire home/apt,500,2,26,2019-08-26,1.57,7,322
20068004,Beautiful comfy Queen/2singles bedroom w/en suite.,136760454,Garry,,Fingal,53.44668,-6.14296,Private room,70,1,56,2019-09-19,2.13,2,124
20068563,Georgian Grand Apartment,125150723,Kevin,,Dublin City,53.3516,-6.25608,Entire home/apt,250,2,54,2019-09-01,2.26,7,327
20071467,Quiet terraced cottage minutes from city centre,13890924,Dave,,Dublin City,53.34223,-6.24352,Entire home/apt,150,4,0,,,1,0
20072210,Entire One Bed Apartment In Great Safe Location,5230784,Serena,,Dublin City,53.3759,-6.33334,Entire home/apt,70,1,4,2017-11-16,0.15,2,0
20072486,Studio Phoenix Park,19582600,Asta,,Dublin City,53.35285,-6.29696,Entire home/apt,79,2,140,2019-09-09,5.36,4,107
20072732,Private bedroom at Grand Canal Docks.,102838923,Jefferson,,Dublin City,53.338,-6.24537,Private room,79,1,144,2019-09-01,5.54,3,339
20081969,Four Bed House beside the Phoenix Park,45565639,Ruth,,Dublin City,53.36337,-6.31174,Entire home/apt,120,2,3,2017-08-27,0.12,1,0
20083577,The Authentic Dubliner's Dublin,33849930,Ruth,,Dublin City,53.34149,-6.2786,Private room,60,4,51,2019-09-18,2.08,1,50
20085535,"Tastefully decorated, clean and cosy family home",112595472,Rebecca,,Dublin City,53.32994,-6.31235,Entire home/apt,100,2,10,2019-05-28,0.38,2,0
20085568,Modern home situated on the grounds of a Castle.,22320661,Sibh,,Dublin City,53.36456,-6.20561,Entire home/apt,135,3,6,2019-09-16,0.23,2,0
20085815,Cosy Private Floor in Townhouse close to City,63738516,Saoirse,,Dublin City,53.40095,-6.29043,Private room,65,1,31,2018-03-18,1.19,1,0
20087733,"This is a modern, comfortable home.",26568808,Mary,,Dn Laoghaire-Rathdown,53.27781,-6.19744,Private room,55,1,4,2018-09-23,0.26,1,0
20088068,Stylish House - Sleeps 5 -Ranelagh Village,142830071,Iain,,Dublin City,53.32267,-6.25298,Entire home/apt,160,2,105,2019-09-21,4.08,1,4
20089439,Contemporary Dublin House,42931313,Mark,,Dublin City,53.3582,-6.23666,Entire home/apt,120,2,0,,,1,0
20089877,Great place for small family,31071932,Herbert,,Dublin City,53.36827,-6.24177,Entire home/apt,120,6,2,2018-06-23,0.08,1,0
20110806,"女性限定,市内まで徒歩20分のﾛｹｰｼｮﾝ!",111447957,Hazuki,,Dublin City,53.37202,-6.25103,Private room,27,2,0,,,1,0
20113290,Lovely double bedroom in Ringsend/Docklands.,81245292,William,,Dublin City,53.3399,-6.23162,Private room,70,2,0,,,3,0
20115790,Lovely twin bedroom in Ringsend/Docklands.,81245292,William,,Dublin City,53.33909,-6.23182,Private room,65,2,1,2017-08-08,0.04,3,0
20115843,Cosy Bedroom Irish Cottage,112059360,Martin,,Dublin City,53.38648,-6.18818,Private room,27,1,1,2017-07-31,0.04,1,0
20115998,Lovely apartment in Ringsend/Docklands.,81245292,William,,Dublin City,53.33999,-6.23175,Entire home/apt,160,2,3,2017-09-04,0.11,3,0
20118590,***Penthouse Apt***STUNNING views*near OConnell St,31284582,Paul,,Dublin City,53.36069,-6.25919,Entire home/apt,104,2,91,2019-08-26,3.50,54,86
20124432,1 bedroom in a newly renovated 2 bed apartment,8476884,Viv,,Dublin City,53.34797,-6.28473,Private room,125,2,0,,,1,0
20129297,Georgian street apartment in the centre of town,1385289,Paul,,Dublin City,53.35297,-6.26171,Private room,110,4,2,2018-08-27,0.08,1,0
20129307,Glocca - close to great beaches Bedroom 2,96266561,Karolina,,Fingal,53.52768,-6.1675,Private room,25,1,127,2019-09-21,4.84,2,283
20150809,Double Bedroom & Single Bed in Family Bungalow,143358767,Frances,,Fingal,53.45944,-6.34742,Private room,55,2,58,2019-09-01,2.24,2,149
20151634,Spacious seaview 2 bed room apartment in Blackrock,124606048,Rahul,,Dn Laoghaire-Rathdown,53.30085,-6.18304,Entire home/apt,95,3,0,,,2,0
20151955,Cozy bedroom in the heart of the city centre.,131141838,Mariana,,Dublin City,53.35127,-6.26452,Private room,70,4,63,2019-09-01,2.58,1,0
20159398,Small Double Room - 6km to city,6476854,Therese,,Dublin City,53.34529,-6.34855,Private room,50,90,2,2019-01-10,0.15,7,165
20159538,"Fabulous, cosy house in great city location.",25810881,Jillian,,Dublin City,53.33492,-6.28725,Entire home/apt,85,3,29,2019-07-20,1.15,1,0
20161252,Your room in Dublin :D,768325,David,,Dublin City,53.34262,-6.22084,Private room,58,3,39,2019-08-27,1.52,1,62
20161825,"The Boathouse, Skerries",143478390,Nicola,,Fingal,53.58132,-6.11421,Entire home/apt,155,2,20,2018-12-03,0.77,1,4
20162292,Bright Airy City Centre Apt in Antiques Quarter,14308705,Michele,,Dublin City,53.33999,-6.27478,Entire home/apt,120,2,128,2019-08-25,6.02,2,48
20163293,Trinity Guesthouse,125150723,Kevin,,Dublin City,53.34353,-6.24912,Entire home/apt,450,2,79,2019-09-07,3.44,7,281
20164904,Luxury by St Stephens Green,112062166,Gav&Una,,Dublin City,53.33401,-6.25539,Entire home/apt,150,3,74,2019-08-26,3.05,7,3
20165060,Entire house in Dublin with big garden,32428154,James,,Dublin City,53.32516,-6.3075,Entire home/apt,60,1,0,,,1,0
20167462,Double Bedroom in Family Bungalow,143358767,Frances,,Fingal,53.46092,-6.34649,Private room,55,2,7,2018-10-12,0.27,2,82
20168149,Apartment in south Dublin city,143515437,James,,Dn Laoghaire-Rathdown,53.31056,-6.21413,Entire home/apt,81,1,3,2017-09-03,0.12,1,0
20173043,Cosy one bed apartment,143586598,Denis,,Dublin City,53.39146,-6.15819,Entire home/apt,110,1,236,2019-09-08,9.12,1,177
20178487,Ellen,143649700,Ellen,,Dublin City,53.31885,-6.21733,Private room,50,2,1,2017-08-13,0.04,1,0
20181228,Gorgeous Georgian flat with High ceilings,112062166,Gav&Una,,Dublin City,53.33439,-6.2567,Entire home/apt,110,3,79,2019-08-26,3.07,7,22
20182305,"*3 Arena City Private En-suite Double TV , 3",73348133,Jamie,,Dublin City,53.35221,-6.24308,Private room,50,1,103,2019-09-24,3.96,12,39
20184113,Spacious and Modern Flat,139852953,Johanne,,Dublin City,53.34193,-6.30894,Entire home/apt,175,3,21,2019-09-16,0.88,1,25
20185894,Nice single bedroom 2km from City Center!!!,34530480,Paula,,Dublin City,53.36525,-6.24296,Private room,28,2,14,2017-12-08,0.54,1,0
20186458,"cosy garden space, own entrance, Dublin 5",79644884,Antoinette,,Dublin City,53.37367,-6.21249,Entire home/apt,65,2,86,2019-09-22,3.43,1,315
20189216,Cozy Bedroom Just Minutes From The City Centre,50500262,Max,,Dublin City,53.31498,-6.23006,Private room,60,7,0,,,1,0
20190715,3 bedroom home Milltown,139817440,Rachael,,Dn Laoghaire-Rathdown,53.30866,-6.24447,Entire home/apt,95,2,5,2017-08-29,0.19,1,0
20191580,Spacious double room in the HEART of Dublin,3008906,Ciaa,,Dublin City,53.35166,-6.27315,Private room,50,1,0,,,1,0
20202666,City Centre Top Floor Flat - Liffey River Overlook,42863086,Andrés,,Dublin City,53.34588,-6.28065,Entire home/apt,500,2,72,2019-09-18,2.79,2,91
20205037,Room in Centrally Located Eclectic Victorian Villa,36804642,Dee,,Dublin City,53.33526,-6.26792,Private room,58,1,81,2019-09-21,3.14,1,45
20208268,"Cosy 3 bedroom apartment, in great location!",55095994,Kate,,Dublin City,53.3193,-6.22507,Entire home/apt,112,5,1,2017-08-24,0.04,1,0
20210100,*Luxury flat with spectacular view*,21651533,Kerstin,,Dublin City,53.34167,-6.23475,Entire home/apt,200,4,0,,,1,0
20212197,Cozy & Comfortable bedroom. Excellent Location!,143971297,Piru,,Dublin City,53.3411,-6.24669,Private room,48,2,102,2019-07-31,3.97,1,0
20213984,Entire Studio Flat Heart of Dublin,143993226,Anthony,,Dublin City,53.32507,-6.25253,Entire home/apt,80,8,3,2017-10-29,0.12,1,0
20219521,Ballsbridge Garden Apartment,14727188,John,,Dublin City,53.33047,-6.24645,Private room,79,2,3,2017-08-12,0.12,1,0
20220638,"Apt.2
Pretty small studio 
South Circular Road",113170861,Mariana,,Dublin City,53.33265,-6.28662,Entire home/apt,90,2,122,2019-09-20,4.79,16,71
20222734,"Large Flat, old historic area, walk to Guinness",104270290,Jillian,,Dublin City,53.33973,-6.30451,Entire home/apt,120,1,113,2019-09-08,4.37,1,52
20224480,Modern Family Home,7540307,Simon,,Dn Laoghaire-Rathdown,53.31022,-6.21101,Entire home/apt,295,4,0,,,1,0
20229341,"Superb quite location, 
Double bed with ensuite",144138200,Peter,,Dublin City,53.30787,-6.27658,Private room,250,1,2,2017-09-17,0.08,2,0
20229687,City Centre Two Bedroom Apartment,35079911,J,,Dublin City,53.34965,-6.26963,Entire home/apt,130,2,1,2018-03-18,0.05,2,0
20232211,"Bright, cozy apartment in Dublin 4",142266377,Evelyn,,Dublin City,53.33886,-6.23721,Entire home/apt,70,5,5,2017-10-30,0.19,2,0
20244663,Spacious room in the heart of Dun Laoghaire!,108229252,Brian,,Dn Laoghaire-Rathdown,53.29066,-6.13675,Private room,50,2,53,2019-09-23,2.08,2,140
20247894,Large Bedroom (king size bed/private bathroom),26457449,Solenne,,Dublin City,53.33739,-6.2931,Private room,65,5,0,,,1,0
20260101,Double Room in Shankill,23074368,Berna,,Dn Laoghaire-Rathdown,53.24123,-6.12615,Private room,45,1,24,2019-07-21,1.09,5,8
20261117,Colourful room in dublin,57470744,Denise,,Fingal,53.40311,-6.38699,Private room,85,2,7,2019-05-30,0.38,2,84
20264710,Town Centre,144446478,Evelyn,,Fingal,53.581,-6.10898,Private room,40,1,0,,,1,358
20267106,Luxury Central Dublin Room with Lovely Rooftop Terrace,27472241,Gonzague,,Dublin City,53.34075,-6.26407,Private room,130,2,105,2019-09-24,4.11,9,49
20268160,Luxury George's Street apartment (city centre),27472241,Gonzague,,Dublin City,53.34326,-6.26577,Private room,100,2,125,2019-09-15,4.89,9,59
20273350,"Newly decorated, clean friendly home close to city",112595472,Rebecca,,Dublin City,53.33085,-6.31034,Entire home/apt,40,2,10,2018-05-07,0.39,2,0
20274010,Beautiful Victorian House in Central Dublin,97884322,Dan,,Dublin City,53.33356,-6.27963,Entire home/apt,300,2,50,2019-07-28,1.94,1,13
20278401,Bright Spacious and Modern room near City Centre,144103955,Conor,,Dublin City,53.36843,-6.25416,Private room,35,3,0,,,1,0
20280142,Double room within easy reach of Dublin City.,121485645,Tony,,Fingal,53.38832,-6.14427,Private room,29,2,113,2019-09-23,4.47,2,0
20289355,Cozy Apartment in City Centre,100854889,Uli,,Dublin City,53.35946,-6.2607,Private room,45,1,19,2018-03-21,0.77,1,0
20291805,"Modern,double room & private bathroom(not ensuite)",144744633,Dean,,Dn Laoghaire-Rathdown,53.27689,-6.19892,Private room,55,2,57,2019-09-05,2.50,1,64
20293080,Cosy One Bed Apartment,144756122,Michelle,,Dublin City,53.40522,-6.18016,Entire home/apt,40,1,108,2019-09-08,4.19,1,0
20306928,The Heart of Skerries,94711254,Gemma,,Fingal,53.57977,-6.10789,Entire home/apt,200,2,17,2019-09-14,0.92,1,346
20306979,"RDS Horse Show week Accommodation, Donnybrook",74785014,Ciara,,Dublin City,53.32857,-6.24773,Entire home/apt,430,6,0,,,1,0
20307077,Double bedroom in Ballycullen,144843490,Sarah,,South Dublin,53.26922,-6.32668,Private room,35,1,97,2019-08-29,3.75,1,61
20312395,GIRLS ONLY Cosy Single room 30' bus to Dublin City,45053876,Paola,,Fingal,53.39618,-6.3765,Private room,0,1,12,2019-08-19,0.47,8,0
20313286,Lovely house in Ranelagh with cat and garden,129407166,Martha,,Dublin City,53.32392,-6.25673,Entire home/apt,100,2,1,2017-10-04,0.04,2,0
20322583,Cosy two story house in Dublin 4,33597421,Con,,Dublin City,53.33774,-6.23177,Entire home/apt,100,3,0,,,1,89
20327688,Log Cabin in the Capital,137829727,Marrianna,,Fingal,53.4957,-6.19279,Entire home/apt,38,1,94,2019-09-07,5.12,1,331
20328174,Spacious city centre apartment near Trinity. (6),52644078,Joanne,,Dublin City,53.34653,-6.25552,Entire home/apt,145,30,155,2019-09-01,6.24,5,76
20328413,Dun Laoghaire Sea View Apartment,19061259,Julie-Anne,,Dn Laoghaire-Rathdown,53.29646,-6.13805,Entire home/apt,120,3,21,2019-08-26,0.82,1,315
20328651,Quaint self-contained apartment in Irish cottage,145035473,Tina,,Dn Laoghaire-Rathdown,53.303,-6.2465,Entire home/apt,59,5,5,2018-05-31,0.20,1,0
20329631,"Private room, close to Dublin airport.",46180405,Donna,,Fingal,53.44389,-6.23059,Private room,50,1,5,2018-06-03,0.20,1,0
20345932,☆ Secret Georgian Manor House ☆ Inspiring Gardens,72143652,Timothy,,South Dublin,53.30636,-6.42039,Private room,73,3,44,2019-09-07,1.71,1,42
20348129,Seafront apartment in very safe location,101996909,Fabio,,Dublin City,53.36148,-6.21052,Entire home/apt,90,5,0,,,1,0
20349531,City Centre 2 bed Cottage (Free parking),2571262,Ronan,,Dublin City,53.33421,-6.27267,Entire home/apt,130,2,116,2019-09-22,4.77,2,21
20357770,Beautiful City Centre Apt at Guinness,41947241,Paul,,Dublin City,53.34294,-6.28842,Entire home/apt,99,1,243,2019-09-11,9.39,6,86
20358722,"Bright, modern apartment beside Trinity College(7)",52644078,Joanne,,Dublin City,53.34594,-6.25495,Entire home/apt,110,30,131,2019-09-01,5.18,5,52
20358903,Beautiful 3 bed home near Croke Park,142204473,Isa,,Dublin City,53.35811,-6.23784,Entire home/apt,200,3,0,,,2,0
20365694,En Suite Room,37345570,Kieran,,Dublin City,53.3494,-6.24211,Private room,95,70,0,,,8,180
20366480,Large En Suite Room,37345570,Kieran,,Dublin City,53.34846,-6.24328,Private room,93,70,0,,,8,180
20366599,"Double room, private bathroom on grounds of Castle",22320661,Sibh,,Dublin City,53.36435,-6.20777,Private room,69,1,56,2019-09-07,2.19,2,11
20369791,Little nest in the heart of the city,3640772,Eleanor,,Dublin City,53.33992,-6.26668,Entire home/apt,95,1,86,2019-04-21,3.39,1,0
20376604,En Suite Room in Grand Canal Dock,37345570,Kieran,,Dublin City,53.33972,-6.2362,Private room,94,100,8,2018-08-31,0.34,8,90
20376968,2 Rooms with 3 Beds in House,37345570,Kieran,,Dublin City,53.34151,-6.23623,Private room,101,120,4,2018-08-12,0.19,8,180
20380055,Finn Eber,81474167,Ailish,,Dublin City,53.38636,-6.29899,Private room,35,2,3,2017-08-19,0.12,1,0
20385403,Amazing room available in South Dublin.,20945343,Nzayituriki,,Dn Laoghaire-Rathdown,53.2829,-6.19037,Private room,30,1,2,2017-08-31,0.08,1,179
20390021,GR8 Location.Private APT.City Center.Self checkin!,145385944,Eoin,,Dublin City,53.33355,-6.26966,Entire home/apt,95,1,154,2019-09-14,6.44,1,41
20390316,Home,101131030,Sara,,Dublin City,53.33166,-6.26951,Entire home/apt,95,1,0,,,1,0
20392799,Deluxe 3 bedroom townhouse in Dublin city centre,13985511,Corinna,,Dublin City,53.33951,-6.27952,Entire home/apt,216,120,61,2018-08-19,2.43,1,0
20399524,Quiet place near the city center and Phoenix park,65605451,Yannis,,Dublin City,53.34036,-6.29523,Private room,36,5,0,,,1,0
20400601,"5 Star Family Home with Gym, Library and Garden",68900372,Ciarán,,Dublin City,53.36511,-6.19744,Entire home/apt,245,2,0,,,1,0
20410677,Modern High Spec one bed apartment,145560144,Andy,,Dublin City,53.33979,-6.23748,Entire home/apt,90,4,43,2019-08-16,1.74,1,54
20415774,Spacious & Clean Two Bed House in South Co. Dublin,123075034,Jordan,,Dn Laoghaire-Rathdown,53.24426,-6.12203,Private room,50,14,11,2019-03-27,0.43,1,0
20419829,"Superb private garden suite, south Dublin City",60407723,Seamus And Marilyn,,Dn Laoghaire-Rathdown,53.30418,-6.24797,Entire home/apt,55,1,213,2019-09-23,8.85,1,50
20419863,Stunning sea view studio beach apartment,15351872,Mary & Jason,,Fingal,53.52749,-6.08746,Entire home/apt,85,1,60,2019-09-14,2.36,5,307
20424599,North Dublin City Modern Contemporary Home,106068185,Stephen,,Dublin City,53.40572,-6.16829,Entire home/apt,250,1,9,2019-05-26,0.37,1,0
20429256,Airy double room in 2 bed apt in prime Dublin loca,145758112,Roisin,,Dublin City,53.40015,-6.15672,Private room,55,1,1,2017-08-22,0.04,1,0
20430608,"Period Property, Killiney",126501153,Aisli,,Dn Laoghaire-Rathdown,53.26366,-6.11438,Entire home/apt,100,2,0,,,1,0
20430766,Lovely riverside apartment in the heart of Dublin,94642265,Ranadeva,,Dublin City,53.34734,-6.24453,Entire home/apt,43,27,0,,,1,0
20436826,Walk Everywhere - City Centre Apartment,103567560,Paul,,Dublin City,53.35305,-6.25696,Entire home/apt,99,1,221,2019-09-01,8.67,7,107
20436982,"Close to city centre, situated in charming village",14893205,Laura,,Dublin City,53.3494,-6.34664,Entire home/apt,90,1,11,2018-09-18,0.43,1,0
20437467,Double bedroom in great location near city centre,53289266,Djeff,,Dublin City,53.34618,-6.24225,Private room,52,2,10,2017-11-04,0.39,1,0
20437842,Cosy Double Room in South Side Suburb,48638557,Jen,,Dublin City,53.31733,-6.29252,Private room,50,2,5,2018-10-29,0.20,1,0
20438845,"Apt.4
Very small studio 
South Circular Road",113170861,Mariana,,Dublin City,53.33178,-6.28792,Entire home/apt,80,2,142,2019-09-15,5.61,16,67
20445666,fresh clean room with ensuite to explore Dublin,38466248,Ann Marie,,Dn Laoghaire-Rathdown,53.28833,-6.2248,Private room,55,2,0,,,1,0
20453761,Townhouse at baggot lane,141879691,Claire,,Dublin City,53.33352,-6.23809,Private room,150,1,0,,,1,0
20454620,Modish condo overlooking River Liffey,141615121,Bobby,,Dublin City,53.34467,-6.26545,Entire home/apt,200,1,58,2019-09-15,2.27,1,128
20456130,"Single room, two people, close to the city centre",146019341,Maurizio,,Dublin City,53.35833,-6.26213,Private room,60,3,0,,,1,0
20464193,Dublin 1 - Lovely Georgian 1 bed Aptm.,115054598,Domenico,,Dublin City,53.35385,-6.25916,Entire home/apt,120,9,0,,,1,0
20467319,"Large DoubleRoom near Airport / Ryanair HQ, Swords",146124599,Richie,,Fingal,53.47002,-6.23066,Private room,41,1,27,2019-01-07,1.59,1,0
20469139,"Central double bedroom, ensuite private bathroom",146148609,Marie,,Dublin City,53.34381,-6.23855,Private room,60,2,28,2019-06-02,1.13,2,5
20476881,"City Triple Bed Deluxe , Private En-suite 2",73348133,Jamie,,Dublin City,53.35094,-6.24249,Private room,97,1,119,2019-09-20,4.65,12,22
20477041,Bright Room in  Dublin 15 ..12 Mins to Airport,2329893,Claire,,Fingal,53.3955,-6.38446,Private room,40,1,88,2019-09-07,3.66,2,161
20488120,Apartment near Guinness storehouse,94068872,Peter,,Dublin City,53.33793,-6.29296,Entire home/apt,90,2,7,2019-09-22,0.30,2,7
20490701,"Single/Twin in spacious,clean, well located home!",144138200,Peter,,Dublin City,53.3062,-6.27661,Private room,60,1,2,2017-09-03,0.08,2,0
20491651,friendly !,146278270,Edward,,Dublin City,53.39488,-6.18907,Private room,50,1,53,2019-09-15,2.13,1,228
20491763,2 Bed Town House in Historic Dublin near Guinness,43854610,Shane,,Dublin City,53.33867,-6.27927,Entire home/apt,800,1,9,2017-10-29,0.35,2,89
20495919,"The Cottage, Skerries",146320789,Ronan,,Fingal,53.57901,-6.11054,Entire home/apt,98,3,41,2019-09-12,2.21,1,253
20496148,"Comfy House with wifi, near Village centre",39036623,Justin,,South Dublin,53.27892,-6.46579,Private room,39,2,11,2018-09-24,0.44,1,2
20501357,Comfy Room City Centre IFSC@ Connolly+LUAS+Croker,146360568,Jarlath,,Dublin City,53.35003,-6.24741,Private room,49,1,30,2019-09-21,1.21,2,5
20501573,"Apt.3 Very small studio
South Circular Road",113170861,Mariana,,Dublin City,53.33295,-6.28807,Entire home/apt,70,2,90,2019-09-19,3.56,16,60
20501684,Double Room - Dublin 8,143888843,Nayara,,Dublin City,53.33877,-6.27962,Private room,55,1,1,2017-08-28,0.04,1,0
20502087,Lovely Double Bedroom For 1 or 2 Guests =),80964228,Glenda,,Fingal,53.40372,-6.4225,Private room,40,1,35,2019-07-23,1.38,1,0
20510393,Riverside City Centre Apartment w/Beautiful Garden,18922503,Sean,,Dublin City,53.34706,-6.26375,Entire home/apt,99,1,155,2019-09-07,6.10,4,36
20510806,Lovely Studio in Central Dublin,24655194,YuJu,,Dublin City,53.32577,-6.25068,Entire home/apt,55,2,1,2019-04-16,0.18,1,0
20512079,Bright Spacious Apartment,146441623,Ciara,,Dn Laoghaire-Rathdown,53.27624,-6.12104,Entire home/apt,120,3,19,2018-09-16,0.76,1,0
20513076,Comfortable double room in the heart of Dalkey,36963822,Keith & Justyna,,Dn Laoghaire-Rathdown,53.27735,-6.10246,Private room,60,1,96,2019-08-19,3.83,2,0
20516311,Lovely stay for one Female,12656715,Samantha,,Dublin City,53.34526,-6.24474,Private room,86,2,4,2018-11-19,0.16,2,175
20516632,No 3: Quiet 1 Bed Apartment Top Location D6,26749818,Paul,,Dublin City,53.31902,-6.26889,Entire home/apt,83,2,65,2019-08-30,2.72,7,12
20532718,Cosy Victorian house in Portobello,110305489,Maria,,Dublin City,53.3349,-6.26944,Private room,85,2,25,2019-08-18,1.42,1,0
20533269,Bright & Spacious Double & Single Rooms in Artane,146609366,Phil,,Dublin City,53.38109,-6.18831,Private room,49,1,42,2018-12-11,1.70,1,0
20540822,"54a Thomas Street 
Apt 1.
Dublin 8",113170861,Mariana,,Dublin City,53.34177,-6.27908,Entire home/apt,90,2,124,2019-09-22,5.39,16,69
20546529,Lovely triple room in the heart of Dalkey town,36963822,Keith & Justyna,,Dn Laoghaire-Rathdown,53.27657,-6.10413,Private room,65,2,72,2019-08-18,2.97,2,0
20552085,Portobello Townhouse,435734,Conor,,Dublin City,53.32985,-6.2701,Entire home/apt,98,3,0,,,3,10
20553608,"54a Thomas Street 
Apt.2 
Dublin 8",113170861,Mariana,,Dublin City,53.34185,-6.27879,Entire home/apt,220,2,79,2019-09-23,3.55,16,85
20554694,Cozy apartment in a great area,139156132,Fathi,,Fingal,53.3892,-6.3897,Private room,40,1,52,2019-09-22,2.04,1,10
20563807,"Central, Bright & Spacious 2 Bed",6159468,Si,,Dublin City,53.32572,-6.2408,Entire home/apt,129,6,2,2018-03-20,0.08,1,0
20563838,Cosy private double bedroom in Dublin 1.,31832808,Denise,,Dublin City,53.35897,-6.26512,Private room,48,2,1,2017-08-29,0.04,1,0
20564158,"Bright, modern apartment in inner city",46940956,Vjeko,,Dublin City,53.33527,-6.29089,Entire home/apt,90,1,2,2017-10-12,0.08,1,0
20565125,Cosy Temple Bar Twin Room on Main Square,134410800,Heather,,Dublin City,53.34465,-6.26483,Private room,75,2,119,2019-09-22,4.79,1,0
20567060,Cozy Private En-suite Room close to Phoenix Park,146901854,Anna,,Dublin City,53.34065,-6.30921,Private room,40,2,24,2019-09-15,1.64,1,15
20571412,"54a Thomas Street 
Apt.3
Dublin 8",113170861,Mariana,,Dublin City,53.34206,-6.27865,Entire home/apt,90,2,122,2019-09-21,5.31,16,59
20580775,Modern Home near City Centre and Grand Canal!,147027575,Mary G,,Dublin City,53.33599,-6.24066,Entire home/apt,80,2,63,2019-09-21,2.55,1,50
20583510,*New* Temple Bar Modern Retreat in the Old City,19716153,Jasmine,,Dublin City,53.34509,-6.26971,Entire home/apt,150,365,11,2017-12-19,0.45,1,0
20583531,"Bedroom+bathroom, private entrance, Dublin center",16497719,Lucie,,Dublin City,53.35758,-6.25866,Private room,50,6,7,2018-07-04,0.29,1,0
20588264,Large double bed + bath(15min walk from TempleBar),15961273,Tanya,,Dublin City,53.34174,-6.23618,Private room,50,2,3,2017-09-11,0.12,2,0
20588620,Spacious 2 bedrooms townhouse,53952969,Fuling,,South Dublin,53.28235,-6.43954,Entire home/apt,119,2,22,2019-04-27,0.91,1,56
20589282,Lovely bright ensuite near city centre.,4864956,Roberto & Lis,,Dublin City,53.34838,-6.27771,Private room,70,3,75,2019-09-01,3.03,1,135
20589332,"54a Thomas Street 
Apt.4
Dublin 8",113170861,Mariana,,Dublin City,53.34204,-6.27737,Entire home/apt,220,2,87,2019-09-22,3.86,16,84
20597187,Centric and lovely apartment in Dublin City.,26804095,Elita,,Dublin City,53.35168,-6.26356,Private room,90,1,4,2017-09-09,0.16,1,0
20598756,Stylish and modern magazine featured Apartment,43956379,Sonia,,Dublin City,53.33871,-6.30586,Entire home/apt,120,2,56,2019-09-20,3.00,1,2
20605387,"54a Thomas Street 
Apt.5
Dublin 8",113170861,Mariana,,Dublin City,53.34205,-6.27728,Entire home/apt,90,2,135,2019-09-20,5.88,16,63
20605843,"Apt.7
263 South Circular Road 
Dublin 8",113170861,Mariana,,Dublin City,53.33249,-6.28692,Entire home/apt,90,2,117,2019-09-13,4.80,16,63
20605848,"54A Thomas Street 
Apt.6
Dublin 8",113170861,Mariana,,Dublin City,53.34183,-6.27752,Entire home/apt,220,2,71,2019-09-23,3.12,16,80
20605858,Stunning apartment in great central location,147261749,David,,Dublin City,53.348,-6.27804,Hotel room,500,14,82,2019-09-11,3.43,1,58
20611633,Top Floor Apartment | Amazing Views | City Centre,147319469,Paul,,Dublin City,53.34507,-6.27896,Entire home/apt,160,2,103,2019-09-15,4.11,1,2
